"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.sentence1","Answer.sentence10","Answer.sentence2","Answer.sentence3","Answer.sentence4","Answer.sentence5","Answer.sentence6","Answer.sentence7","Answer.sentence8","Answer.sentence9","Approve","Reject"
"3H6W48L9F4JWIMT47OHZAVCGH78WPY","3HFGFN16MXVKJ583XX1TDFZ27KRET8","Create a dialog on horror movies for ten sentences","Create a dialog on horror movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, horror, suspenseful, creative","$0.40","Mon Jun 19 10:36:39 PDT 2017","9","BatchId:2840964;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:36:39 PDT 2017","","","30MVJZJNHN7S6ZBS927OOZDGGV7J9I","A1HTW2HVXUGZ1R","Submitted","Wed Jun 21 11:19:15 PDT 2017","Wed Jun 21 11:27:15 PDT 2017","Sat Jun 24 11:27:15 PDT 2017","","","","480","100% (11/11)","100% (11/11)","100% (2/2)","0","The 80s was definitely the best year for horror. They gave us iconic slasher villains like Freddie Krueger and Jason Voorhees!","None really, I feel that newer horror movies are too cliché and rely too heavily on overused jump scares.","I'd have to disagree. I'm more partial to the Alfred Hitchcock era, he was a true master of suspense.","I've never really heard too much about Hitchcock, but I've seen The Birds. Black and white movies aren't my thing though.","I highly recommend you check more of his movies out! Without Hitchcock, the horror genre would never be the same.","What kind of films would you suggest to me? Obviously I've seen The Birds already!","There are so many out there! A few of my personal recommendations include Psycho, Dial M for Murder, and The Man Who Knew Too Much.","Sounds good! Are there color versions of any of these films? Black and white is quite dull on the eyes.","Some of the best movies ever made have been in black and white, but I'm sure there are some remastered colored versions out there, if that floats your boat.","I see what you're getting out, I'll check some of those movies out. Any newer horror movies you looking forward too?"
"3H6W48L9F4JWIMT47OHZAVCGH78WPY","3HFGFN16MXVKJ583XX1TDFZ27KRET8","Create a dialog on horror movies for ten sentences","Create a dialog on horror movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, horror, suspenseful, creative","$0.40","Mon Jun 19 10:36:39 PDT 2017","9","BatchId:2840964;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:36:39 PDT 2017","","","31UV0MXWNR6DA1PAOU970ITEHJX5IX","A1UWZWN36BT051","Submitted","Wed Jun 21 10:42:43 PDT 2017","Wed Jun 21 10:48:11 PDT 2017","Sat Jun 24 10:48:11 PDT 2017","","","","328","100% (7/7)","100% (7/7)","100% (1/1)","0","What did you think of The Babadook?","Yeah that kid had things pretty rough.","Loved it now that I finally got a chance to watch it. Far too often nidern day horror is disappointing.","See I knew you would like it, it reminds me of a good classic horror film.","I can certainly see the comparison, it was refreshing to not rely on so many jump scares.","Yeah for me it's all about atmosphere and this film had it in spades.","Agreed it also makes me wonder what Jennifer Kent is going to direct next.","Whatever it is I eagerly anticipate it, think she's got quite the future ahead of her.","No doubt about it, Noah Wiseman also played the bratty little kid to perfection.","He did, but not sure I would necessarily say he was bratty, well okay he was, but more a product of his environment."
"3H6W48L9F4JWIMT47OHZAVCGH78WPY","3HFGFN16MXVKJ583XX1TDFZ27KRET8","Create a dialog on horror movies for ten sentences","Create a dialog on horror movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, horror, suspenseful, creative","$0.40","Mon Jun 19 10:36:39 PDT 2017","9","BatchId:2840964;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:36:39 PDT 2017","","","32UTUBMZ7HQKLNQJOBZ3ITJ0ZHXBVJ","A1T0ND039EWAVV","Submitted","Wed Jun 21 06:58:21 PDT 2017","Wed Jun 21 07:00:59 PDT 2017","Sat Jun 24 07:00:59 PDT 2017","","","","158","100% (29/29)","100% (28/28)","100% (28/28)","0","Have you ever seen The Blair Witch Project?","I didn't know it wasn't real until the characters came out at the MTV movie awards!","I did. I saw it when it first came out in theaters actually.","How did you like it? Was it hard to watch?","It really was. I literally couldn't stomach the shaky cam.","That's what made me hate it at first, but I started appreciating it upon subsequent viewing.","That's how it was with me. You see how terrifying it is after watching it a few times.","That's true. That's why I don't go into the woods to this day.","I believe that movie started the whole ""found footage"" movie fascination.","You're right. That air of mystery and possibility of it being true really draws people."
"3H6W48L9F4JWIMT47OHZAVCGH78WPY","3HFGFN16MXVKJ583XX1TDFZ27KRET8","Create a dialog on horror movies for ten sentences","Create a dialog on horror movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, horror, suspenseful, creative","$0.40","Mon Jun 19 10:36:39 PDT 2017","9","BatchId:2840964;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:36:39 PDT 2017","","","32XVDSJFP0R77NWERQ51U4XJEFMM2J","A3RYTY3QHRXNIY","Submitted","Mon Jun 19 20:51:20 PDT 2017","Mon Jun 19 20:53:23 PDT 2017","Thu Jun 22 20:53:23 PDT 2017","","","","123","100% (223/223)","100% (206/206)","100% (102/102)","0","Do you like horror movies","Its an awful idea","Sometimes","Have you seen the blair witch project?","No it looks kind of dumb to me","It was a little dumb","And i dont like movies with the camera like that","Yea i understand that, it hurts my head","I dont know why movie companies think its a good idea","I dont either"
"3H6W48L9F4JWIMT47OHZAVCGH78WPY","3HFGFN16MXVKJ583XX1TDFZ27KRET8","Create a dialog on horror movies for ten sentences","Create a dialog on horror movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, horror, suspenseful, creative","$0.40","Mon Jun 19 10:36:39 PDT 2017","9","BatchId:2840964;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:36:39 PDT 2017","","","33L7PJKHCHSM6XONG4FEQ95EUNMT86","A1FA1L9ASOU9R7","Submitted","Mon Jun 19 14:34:29 PDT 2017","Mon Jun 19 14:40:52 PDT 2017","Thu Jun 22 14:40:52 PDT 2017","","","","383","100% (2/2)","100% (2/2)","100% (2/2)","0","Have you seen the movie They're Watching?","That's understandable, but they certainly made an impact!","I think so, is that the movie with Brigid Brannagh?","Yes, I really enjoyed it. I thought they did a good job creating a creepy element with the town and townspeople.","Agreed, the scene with all of the townspeople gathered outside of Becky's house was very creepy.","It was! I thought the ending was interesting too.","Agreed, you pretty much expected Becky to be the witch though.","True, but they did it in a unique enough way that you don't mind how predictable it was. The effects were well done too.","They sure were! The magic at the end was really good, and the parts where they found Kate and Vladimir were very well done.","They were, though those scenes were a bit gory for my taste."
"3H6W48L9F4JWIMT47OHZAVCGH78WPY","3HFGFN16MXVKJ583XX1TDFZ27KRET8","Create a dialog on horror movies for ten sentences","Create a dialog on horror movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, horror, suspenseful, creative","$0.40","Mon Jun 19 10:36:39 PDT 2017","9","BatchId:2840964;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:36:39 PDT 2017","","","340UGXU9DZVZHMZPO2GYNJBOO0ZVUB","ATADQXPHL10Y8","Submitted","Tue Jun 20 07:21:18 PDT 2017","Tue Jun 20 07:23:04 PDT 2017","Fri Jun 23 07:23:04 PDT 2017","","","","106","100% (272/272)","100% (131/131)","100% (54/54)","0","Paranormal Activity was pretty good","But audiences were freaked out I bet.","It was and made you think about if it could be real.","How did you like how the storyline unfolded?","I though it was a bit dsijointed.","Id say it was more along the lines of a horror film.","Yeah but where do you think the film could have gone","In a direction where you would see something","The aura of not knowing was the entire plot.","Yeah it was a strange way to go about it"
"3H6W48L9F4JWIMT47OHZAVCGH78WPY","3HFGFN16MXVKJ583XX1TDFZ27KRET8","Create a dialog on horror movies for ten sentences","Create a dialog on horror movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, horror, suspenseful, creative","$0.40","Mon Jun 19 10:36:39 PDT 2017","9","BatchId:2840964;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:36:39 PDT 2017","","","379J5II41PAFWLQ9KYZNWSRJBFKELD","APF1EAZT104LQ","Submitted","Tue Jun 20 15:41:07 PDT 2017","Tue Jun 20 15:42:35 PDT 2017","Fri Jun 23 15:42:35 PDT 2017","","","","88","100% (87/87)","100% (80/80)","100% (72/72)","0","Name a good horror movie for me to watch.","Yes, but it's a bit scarier.","Warlock.","What is that one?","It's an amazing movie from 1989.","Is there another one?","Yeah, there is a part 2, which I like better.","I am a fan of horror movies. Are there any other good ones you know about?","Yes, Critters is awesome.","Is that like Gremlins?"
"3H6W48L9F4JWIMT47OHZAVCGH78WPY","3HFGFN16MXVKJ583XX1TDFZ27KRET8","Create a dialog on horror movies for ten sentences","Create a dialog on horror movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, horror, suspenseful, creative","$0.40","Mon Jun 19 10:36:39 PDT 2017","9","BatchId:2840964;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:36:39 PDT 2017","","","3E13VNJ1NOPEMJORN77VXSGX547I19","A1WBGYZ6Y8NJ9","Submitted","Wed Jun 21 12:56:31 PDT 2017","Wed Jun 21 13:33:32 PDT 2017","Sat Jun 24 13:33:32 PDT 2017","","","","2221","100% (164/164)","100% (150/150)","100% (80/80)","0","I like this movie i am watching","Yeah lets do that","What is it called","The amity ville horror","Ooh i like that one","I know its scary right","Yeah it is really spooky","Yeah it is like terrifying","I like this director","We should look up more of his work"
"3H6W48L9F4JWIMT47OHZAVCGH78WPY","3HFGFN16MXVKJ583XX1TDFZ27KRET8","Create a dialog on horror movies for ten sentences","Create a dialog on horror movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, horror, suspenseful, creative","$0.40","Mon Jun 19 10:36:39 PDT 2017","9","BatchId:2840964;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:36:39 PDT 2017","","","3NVC2EB65RTWMMHBET7H79PIT533Y8","A11QDNT3W7DT7K","Submitted","Tue Jun 20 18:14:11 PDT 2017","Tue Jun 20 18:16:10 PDT 2017","Fri Jun 23 18:16:10 PDT 2017","","","","119","100% (156/156)","100% (128/128)","100% (70/70)","0","What Stephen King adaptation is your favorite horror movie?","Dang, that's intense! But thanks for ruining it.","The Green Mile.","Try again, I don't consider that horror, even if it's the genre.","Umm, you go.","I really liked The Mist.","What's that about?","A fog covers a town and huge inter-dimensional spiders invade.","WOAH, nice for arachnaphobists.","The best part is the ending: they kill themselves to not be killed by the spiders but the fog is so thick that they can't see the military help that arrives 30 seconds later."
"38B7Q9C28GZDWKYRZH8YQBDOO1Y96G","3HFGFN16MXVKJ583XX1TDFZ27KRET8","Create a dialog on horror movies for ten sentences","Create a dialog on horror movies for ten sentences","dialog, chat, movies, film, entertainment, arts, conversation, writing, thriller, horror, suspenseful, creative","$0.40","Mon Jun 19 10:36:39 PDT 2017","9","BatchId:2840964;OriginalHitTemplateId:920937340;","7200","259200","Mon Jun 26 10:36:39 PDT 2017","","","31Q0U3WYDQ9HXZ7V4G3Y63QORIK71F","ALDKDKRBR4LXD","Submitted","Mon Jun 19 10:37:24 PDT 2017","Mon Jun 19 11:02:07 PDT 2017","Thu Jun 22 11:02:07 PDT 2017","","","","1483","100% (2/2)","100% (2/2)","100% (2/2)","0","Hey are you going to watch the Halloween horror movie marathon this weekend?","They totally should since it was foreshadowing that Freddy was still alive.","I might, how recent are the movies they are showing?","Movies from the 80's till this past year.","Awesome I'm coming over to your place then this weekend.","I really hope they show Freddy vs Jason that movie was so badass!","Omg I know.That movie was a dream come true.","Even though it got a lot of bad reviews I absolutely loved the battle between Freddy and Jason.","Yes that was some of the best parts!","I just wish they would make a sequel to that movie already."
